mapping_id,reviewer_decision,reviewer_note,reviewed_by,reviewed_at
errskill__2c3ea77a107906ca,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__2c8acbddc21cea73,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__2ca8f4940963cd4c,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__2cbf22c3220cb3ed,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__2d3c39b9ea3878b3,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__2d752dc766e88847,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__2dfe62c7ca42c1a8,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__2e257ebc77aafc57,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__2e4de592beb66d49,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__2e6546a5d600f42a,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__2ead6812bc19562e,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__2eae9cadc1856d19,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__2efbf8149174bfc4,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__300203e7ec5e46a9,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__3024ae29f72eb169,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__3064ca7b25dfa35a,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__315f5dddb70dd954,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__31d2159e0bf99598,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__31e3607c5cada565,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__31ef9ac4856ce581,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__3257f38bcda9a6e2,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__330a1ab5bfd0d3f0,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__330afde2eeb5d0be,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__33212ecb04eddc9a,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__33a18dc83f54f532,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__33bf122e7dd65e85,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__33c55814a8168d2b,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__33fa472361fa5518,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__3524e4dbdab1e130,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__35489ade8cb97f53,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__35c75826f528d4ec,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__3611e13b7caf545c,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__366ca1e2f2584911,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__36b73bd025934e8f,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__36f0dddccf1fef34,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__376a774b10bd1d01,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__383e035d22dd9845,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__383fb92d7616a881,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__3a0cf50029cf0d57,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__3a28eae64728b17c,NEEDS_REVIEW,"AGV is confirmed, but the correction does not deterministically identify the canonical third-person -s morphology.",,
errskill__3ad59017734cc473,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__3add3177b232847a,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__3afd65e95f696dd2,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__3b421bb2b3ed84ae,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__3b75a2ecc99643b2,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__3c18e362710ea20d,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__3c1fac0225610189,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__3ca5dbd403666ed5,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__3cfd81864dfd4630,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__3d1d550c7679eb25,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__3d260d1b92d9e473,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__3d4eb6eb8d0bab28,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__3e03dbe4eb7dc9f8,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__3e0b0ccb3fd632a2,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__3e202daa873a9111,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__3eae8e5b0be9a8bf,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__3ec456ed2a2131b8,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__3f30ed27d8bff8e1,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__3fd90ac323c0718d,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__40032dad6d8a75ae,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__40066d4d8e962049,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__401292e52024e0cf,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__40a9b249916a062c,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__40eee6facd3d4318,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__4143050a80ef50de,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__415d9adfcc17f4ab,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__417b208993e86277,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__41a5916ab6fac096,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__41e974f750637e19,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__426df33af95cb137,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__42820faddd5440c6,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__43115a1c8e19de01,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__437718ce468f3d6c,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__43c2ee31a6772c00,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__43ca91b52d3348e1,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__4428bd98a96c9189,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__442d898d9f960b70,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__448249493fdc9476,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__4505caf371af0bf4,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__450fb84b2e50534b,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__46038933d847a1ce,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__46a470de03eacc1c,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__472c0a83f7d3420c,NEEDS_REVIEW,"AGV is confirmed, but the correction does not deterministically identify the canonical third-person -s morphology.",,
errskill__473370ce5c59b7e7,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__4861d43da932b849,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__486db04a170b1519,NEEDS_REVIEW,"AGV is confirmed, but the correction does not deterministically identify the canonical third-person -s morphology.",,
errskill__48a97ef9545e20a1,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__48ddd7662dff2c6f,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__48f1a77ea76ff8d3,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__491ab6d71f00941e,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__49541ef0085b5871,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__498079f6e7b3ba2e,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__49808270ef6938a2,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__498a147d8f06260e,NEEDS_REVIEW,"AGV is confirmed, but the correction does not deterministically identify the canonical third-person -s morphology.",,
errskill__49a2e177ef4d29f9,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__49bb0efa5e58249a,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__49fe6e447d349b34,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__4a00b3c3b1802452,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__4a038ff016ef70a0,NEEDS_REVIEW,"AGV is confirmed, but the correction does not deterministically identify the canonical third-person -s morphology.",,
errskill__4a35401599d4926e,NEEDS_REVIEW,"AGV is confirmed, but the correction does not deterministically identify the canonical third-person -s morphology.",,
errskill__4a5a9916d2d2ccb4,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__4a7571ea14d7e94f,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__4aba8a25a687b706,NEEDS_REVIEW,"AGV is confirmed, but the correction does not deterministically identify the canonical third-person -s morphology.",,
errskill__4acc5fd0eb9fc7f1,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__4b081679a3dcd746,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__4b6a28c00ef46b17,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__4bbff1917f254bb6,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__4bd96021d6d83a7e,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__4c772ddd6596918a,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__4ca8941dbc8ab1dd,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__4cbe2de8a6970059,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__4cc82afa77763357,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__4d3eda6819893349,NEEDS_REVIEW,"AGV is confirmed, but the correction does not deterministically identify the canonical third-person -s morphology.",,
errskill__4d5a44c7c7141190,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__4e270574dfd674ae,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__4e85ee177fd796b4,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__4e92865a20974f25,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__4efb9a6fc2308111,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__4f7e20ba522436f1,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__4fa5f7a11ab19218,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__4fe03e1718677f7e,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__4ffbc15d2e5dd667,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__50467ece31e9e07d,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__50cbfabccb378603,NEEDS_REVIEW,"AGV is confirmed, but the correction does not deterministically identify the canonical third-person -s morphology.",,
errskill__518d3bde5ba1276a,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__51eb245a91a0abae,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__51ec9bed3702742a,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__523846b0d2c511a0,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__527f9012b71bb782,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__531f3fdbd57dab90,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__5329d2f304666f18,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__5338a44a026a5df7,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__5388013d741ece38,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__53d6462a7ad44a7b,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__54915164d15bc008,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__54b752257ef1f176,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__54bfd44f0b538a16,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__54c5b699a0f82235,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__55b51c46a307ad65,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__561d04b948593a2b,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__56cba01a9b34e5a0,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__56f37fd464a3f18d,REJECT,"Source correction is agreement of the verb 'be', not the lexical present-simple third-person -s skill.",codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__56f66a42dc0d704a,NEEDS_REVIEW,"AGV is confirmed, but the correction does not deterministically identify the canonical third-person -s morphology.",,
errskill__578b8ecfa7703e26,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__57a41df4662397f2,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__57ab4e772a89ac83,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__58ca145d4696825e,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__58ed84664a8ed531,NEEDS_REVIEW,"AGV is confirmed, but the correction does not deterministically identify the canonical third-person -s morphology.",,
errskill__5938cd82029cde6f,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__597c4094bfed985d,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__599710422847f8ff,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
errskill__59a4e014bc4e569d,APPROVE,Source correction confirms a present-tense base/non-3SG to third-person singular form contrast for the same lexical verb.,codex_assisted_review_on_user_request,2026-09-18T04:32:31.039483+00:00
